session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,disclose_experimenter,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id
jwexunmb,0,6083f1a1c244e05d9105bae6,2,2,1.5,1,1,3,3960,5823,13.0,123.0,11,6.0,12.0,725
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,1,1,7,7714,7646,13.5,115.75,11,10.5,21.0,733
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,2817,4096,21.25,156.0,11,21.25,42.5,730
jwexunmb,0,5f6e4795536d16361a5119b5,5,1,1.5,0,0,10,1787,4664,12.0,136.5,11,12.0,24.0,738
jwexunmb,0,5f2448855226b0000a8129e1,6,2,2.5,0,1,10,2778,6218,18.75,163.75,11,18.75,37.5,727
jwexunmb,0,5d0aa9aa5047d20018b8490d,7,2,1.5,0,0,6,2607,8963,18.5,119.75,11,14.5,29.0,724
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,1,1,8,2605,2816,22.0,150.0,11,20.0,40.0,728
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,2,2.5,1,1,10,5156,4442,25.0,166.5,11,25.0,50.0,731
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,0,0,5,16756,5211,21.25,110.75,11,16.25,32.5,726
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,5,5463,8980,14.75,108.5,11,9.75,19.5,737
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,1,1,6,1454,9295,15.25,162.25,11,11.25,22.5,721
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,1,1,10,13678,5932,25.0,156.25,11,25.0,50.0,731
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,10,5586,2832,11.25,132.5,11,11.25,22.5,736
jwexunmb,0,5ffc3db4e2e31f000895b073,15,2,1.5,0,0,2,7060,9353,17.0,127.25,11,9.0,18.0,734
jwexunmb,0,5f9c236b484eba05eef4145e,16,2,1.5,0,0,6,13060,5902,16.0,119.75,11,12.0,24.0,738
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,1,1,10,3495,6418,16.25,162.25,11,16.25,32.5,726
jwexunmb,0,606389edd44e23139eeecd82,18,2,1.5,0,1,8,4335,6104,18.0,111.0,11,16.0,32.0,722
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,2,2.5,0,1,10,1402,2664,23.75,167.5,11,23.75,47.5,732
jwexunmb,0,5ca52d313d3ff5001589059c,20,1,1.5,1,1,5,2601,5791,16.25,118.5,11,11.25,22.5,736
jwexunmb,0,605d06581b5591e8199036b5,21,1,2.5,0,1,9,2722,3003,24.75,159.5,11,23.75,47.5,732
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,1,1,5,2630,8489,23.75,168.0,11,18.75,37.5,727
jwexunmb,0,5f131d8417ab1e03a958b349,23,1,1.5,0,0,4,2621,2199,12.75,106.75,11,6.75,13.5,735
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,8,3731,5080,18.0,148.75,11,16.0,32.0,722
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,0,5,19304,6063,16.25,121.5,11,11.25,22.5,721
jwexunmb,0,60a153e67025247950c7ee24,26,2,2.5,0,0,8,3154,6523,22.0,147.75,11,20.0,40.0,728
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,0,1,5,3955,7420,11.75,122.5,11,6.75,13.5,735
jwexunmb,0,5e9dd814910d621387801b01,28,1,1.5,0,1,8,1403,4094,11.75,104.75,11,9.75,19.5,737
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,1,1,3,2019,4269,18.25,160.5,11,11.25,22.5,723
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,0,1,10,1417,2907,11.25,109.75,11,11.25,22.5,723
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,0,0,3,3747,7525,13.0,141.5,11,6.0,12.0,725
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,1,1.5,0,1,10,1832,4785,9.0,87.75,11,9.0,18.0,734
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,1,1,10,1537,2972,25.0,170.25,11,25.0,50.0,729
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,1,1.5,0,1,7,-1,-1,13.5,110.25,11,10.5,21.0,733
jwexunmb,0,607cbdea57addf71b2890592,35,2,2.5,1,1,7,2540,4078,24.25,154.5,11,21.25,42.5,730
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,1,2.5,1,1,8,4775,9521,16.5,157.75,11,14.5,29.0,724
jwexunmb,1,5cc5af95ce735c0017908790,1,2,2.5,1,1,10,1301,5198,25.0,186.0,12,25.0,50.0,747
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,1,1,7,4794,-1,20.75,143.75,12,17.75,35.5,744
jwexunmb,1,60957475f7b6d2a2ec5c60a3,3,1,1.5,0,0,10,9621,5747,15.0,130.75,12,15.0,30.0,756
jwexunmb,1,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,2378,3021,15.5,171.5,12,15.5,31.0,742
jwexunmb,1,5f6e4795536d16361a5119b5,5,1,1.5,1,1,7,-1,-1,11.25,147.75,12,8.25,16.5,751
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,2182,12866,25.0,188.75,12,25.0,50.0,747
jwexunmb,0,5d0aa9aa5047d20018b8490d,7,2,1.5,0,0,6,1998,26606,13.5,133.25,12,9.5,19.0,739
jwexunmb,1,602fb33786b077cdbad2d5bb,8,1,2.5,1,1,8,1579,2526,17.25,167.25,12,15.25,30.5,741
jwexunmb,1,5cb6d6608f7ee10016e5abd7,9,1,2.5,0,1,10,4118,11974,17.75,184.25,12,17.75,35.5,744
jwexunmb,1,5cd1bdedf2156c00013b0152,10,2,1.5,0,0,4,3880,6148,14.25,125.0,12,8.25,16.5,751
jwexunmb,1,5f89cbc45b38f5016101011c,11,2,1.5,0,1,7,4005,8539,15.75,124.25,12,12.75,25.5,752
jwexunmb,0,60147ed73045234d08a3a35d,12,2,2.5,1,1,5,6245,10131,21.25,183.5,12,16.25,32.5,750
jwexunmb,1,601d8755bc36890e34c83999,13,2,2.5,1,1,10,3435,3933,25.0,181.25,12,25.0,50.0,749
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,4,1762,4583,21.5,154.0,12,15.5,31.0,742
jwexunmb,1,5ffc3db4e2e31f000895b073,15,2,1.5,1,1,0,6592,6419,22.5,149.75,12,12.5,25.0,743
jwexunmb,1,5f9c236b484eba05eef4145e,16,2,1.5,0,0,3,9856,3892,16.75,136.5,12,9.75,19.5,753
jwexunmb,0,5e2f448d3d8aa150310b677b,17,2,2.5,0,1,10,2204,3085,17.5,179.75,12,17.5,35.0,745
jwexunmb,1,606389edd44e23139eeecd82,18,2,1.5,0,0,10,3773,4145,15.0,126.0,12,15.0,30.0,756
jwexunmb,1,5c2fcd716ea6880001dc8e3d,19,1,2.5,0,1,3,1466,4062,17.0,184.5,12,10.0,20.0,746
jwexunmb,1,5ca52d313d3ff5001589059c,20,1,1.5,1,1,7,1946,4293,15.0,133.5,12,12.0,24.0,755
jwexunmb,1,605d06581b5591e8199036b5,21,1,2.5,0,0,5,3921,5763,13.5,173.0,12,8.5,17.0,740
jwexunmb,1,5e1b8f81651b723bf3ce7795,22,2,2.5,1,1,5,6925,4334,15.0,183.0,12,10.0,20.0,746
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,1,1,3,5200,5621,15.5,122.25,12,8.5,17.0,740
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,8,7805,9803,18.25,167.0,12,16.25,32.5,750
jwexunmb,1,607b2df4eb8c8a82dd2ce8b8,25,1,1.5,1,1,10,6966,4106,12.75,134.25,12,12.75,25.5,752
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,1,1,10,2838,7549,12.5,160.25,12,12.5,25.0,743
jwexunmb,1,5f0633361308dd16f7f4039c,27,2,1.5,0,0,9,3908,5968,13.0,135.5,12,12.0,24.0,755
jwexunmb,1,5e9dd814910d621387801b01,28,2,1.5,0,1,8,2849,3792,14.0,118.75,12,12.0,24.0,754
jwexunmb,1,5e19152c6b55081d6760e512,29,1,2.5,1,1,4,2145,9536,15.5,176.0,12,9.5,19.0,739
jwexunmb,1,5dc4bc30569be3387eb6b52f,30,1,1.5,0,1,8,1061,1498,14.0,123.75,12,12.0,24.0,754
jwexunmb,1,603eafab982298f40bfe9120,31,1,2.5,1,1,4,4840,10038,23.5,165.0,12,17.5,35.0,745
jwexunmb,1,5f3bf76b70b2305d2e676bc8,32,1,1.5,0,1,10,1286,6051,9.75,97.5,12,9.75,19.5,753
jwexunmb,1,5e7d2f16e863ba0d96dc610f,33,2,2.5,0,1,5,1346,6701,23.75,194.0,12,18.75,37.5,748
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,2,1.5,0,1,7,-1,-1,18.25,128.5,12,15.25,30.5,741
jwexunmb,1,607cbdea57addf71b2890592,35,1,2.5,1,1,10,2010,4097,25.0,179.5,12,25.0,50.0,749
jwexunmb,1,5c5cad3e4ee81200018eafe2,36,1,2.5,0,0,10,2953,8611,18.75,176.5,12,18.75,37.5,748
jwexunmb,0,5cc5af95ce735c0017908790,1,2,2.5,0,1,10,2238,3223,18.75,204.75,13,18.75,37.5,766
jwexunmb,1,6083f1a1c244e05d9105bae6,2,1,1.5,1,1,7,-1,-1,15.0,158.75,13,12.0,24.0,770
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,0,7,5816,11740,13.5,144.25,13,10.5,21.0,774
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,2925,4342,17.5,189.0,13,17.5,35.0,765
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,0,1,7,-1,-1,9.75,157.5,13,6.75,13.5,769
jwexunmb,0,5f2448855226b0000a8129e1,6,2,2.5,0,1,0,1773,4216,18.75,207.5,13,8.75,17.5,768
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,2,1.5,1,1,7,-1,-1,12.75,146.0,13,9.75,19.5,772
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,0,1,7,1961,3939,11.75,179.0,13,8.75,17.5,768
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,1,2.5,0,0,10,4544,6635,17.0,201.25,13,17.0,34.0,758
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,0,1,8,2591,5542,11.75,136.75,13,9.75,19.5,759
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,6,5227,9135,21.0,145.25,13,17.0,34.0,758
jwexunmb,0,60147ed73045234d08a3a35d,12,2,2.5,1,1,4,1540,13721,23.5,207.0,13,17.5,35.0,765
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,0,1,10,1828,7401,22.5,203.75,13,22.5,45.0,767
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,1,1,8,2638,2336,20.5,174.5,13,18.5,37.0,761
jwexunmb,0,5ffc3db4e2e31f000895b073,15,1,1.5,0,1,2,6302,7720,14.75,164.5,13,6.75,13.5,769
jwexunmb,0,5f9c236b484eba05eef4145e,16,1,1.5,0,0,6,6653,7044,13.75,150.25,13,9.75,19.5,772
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,0,1,5,3176,3046,23.75,203.5,13,18.75,37.5,766
jwexunmb,0,606389edd44e23139eeecd82,18,2,1.5,0,0,10,2265,3174,10.5,136.5,13,10.5,21.0,773
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,1,2.5,1,1,10,1336,2899,18.5,203.0,13,18.5,37.0,761
jwexunmb,0,5ca52d313d3ff5001589059c,20,2,1.5,1,1,8,1574,2893,18.0,151.5,13,16.0,32.0,757
jwexunmb,0,605d06581b5591e8199036b5,21,2,2.5,1,1,8,2346,4636,19.5,192.5,13,17.5,35.0,764
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,0,1,10,3201,7543,20.0,203.0,13,20.0,40.0,760
jwexunmb,0,5f131d8417ab1e03a958b349,23,1,1.5,0,0,4,1768,5551,16.5,138.75,13,10.5,21.0,773
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,6,6060,6676,21.5,188.5,13,17.5,35.0,764
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,1,1.5,0,1,10,4638,5418,13.5,147.75,13,13.5,27.0,771
jwexunmb,0,60a153e67025247950c7ee24,26,2,2.5,1,1,8,4082,5677,24.5,184.75,13,22.5,45.0,767
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,1,1,9,3119,8579,13.0,148.5,13,12.0,24.0,770
jwexunmb,0,5e9dd814910d621387801b01,28,2,1.5,1,1,9,4605,6446,20.25,139.0,13,19.25,38.5,762
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,0,1,10,1321,10412,21.25,197.25,13,21.25,42.5,763
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,1,1,8,1876,2056,15.5,139.25,13,13.5,27.0,771
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,1,1,3,2805,6456,16.75,181.75,13,9.75,19.5,759
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,2,1.5,0,1,10,5278,5615,20.0,117.5,13,20.0,40.0,760
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,1,1,10,2087,5859,19.25,213.25,13,19.25,38.5,762
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,1,1.5,1,1,7,-1,-1,13.5,142.0,13,10.5,21.0,774
jwexunmb,0,607cbdea57addf71b2890592,35,2,2.5,1,1,7,3708,6236,24.25,203.75,13,21.25,42.5,763
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,1,2.5,0,0,8,4364,7992,18.0,194.5,13,16.0,32.0,757
jwexunmb,0,5cc5af95ce735c0017908790,1,2,2.5,0,1,10,1283,3828,25.0,229.75,14,25.0,50.0,783
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,0,0,8,-1,-1,9.5,168.25,14,7.5,15.0,787
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,1,1,8,5380,8312,13.25,157.5,14,11.25,22.5,792
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,2,2.5,0,0,10,1622,1530,15.0,204.0,14,15.0,30.0,781
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,0,1,8,-1,-1,20.5,178.0,14,18.5,37.0,775
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,2784,7506,18.5,226.0,14,18.5,37.0,775
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,2,1.5,0,0,8,-1,-1,15.5,161.5,14,13.5,27.0,790
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,0,1,2,1394,5617,23.0,202.0,14,15.0,30.0,781
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,1,2.5,0,0,10,4374,8958,25.0,226.25,14,25.0,50.0,783
jwexunmb,0,5cd1bdedf2156c00013b0152,10,1,1.5,0,0,8,2786,3703,14.0,150.75,14,12.0,24.0,791
jwexunmb,0,5f89cbc45b38f5016101011c,11,1,1.5,1,1,7,3031,13766,14.25,159.5,14,11.25,22.5,792
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,1,1,7,2110,9736,24.25,231.25,14,21.25,42.5,784
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,0,1,7,10068,14750,19.25,223.0,14,16.25,32.5,777
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,8,2278,2355,19.25,193.75,14,17.25,34.5,779
jwexunmb,0,5ffc3db4e2e31f000895b073,15,1,1.5,0,1,2,8798,5528,15.5,180.0,14,7.5,15.0,787
jwexunmb,0,5f9c236b484eba05eef4145e,16,1,1.5,0,1,8,7360,11506,12.5,162.75,14,10.5,21.0,789
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,1,1,10,2048,4657,23.75,227.25,14,23.75,47.5,782
jwexunmb,0,606389edd44e23139eeecd82,18,1,1.5,0,0,10,3066,6364,13.5,150.0,14,13.5,27.0,790
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,1,2.5,0,1,9,1279,2161,18.25,221.25,14,17.25,34.5,779
jwexunmb,0,5ca52d313d3ff5001589059c,20,1,1.5,0,1,5,1442,10026,14.75,166.25,14,9.75,19.5,788
jwexunmb,0,605d06581b5591e8199036b5,21,2,2.5,0,1,9,2281,5231,24.75,217.25,14,23.75,47.5,782
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,2,2.5,1,1,10,3498,23100,21.25,224.25,14,21.25,42.5,784
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,0,0,10,2744,1831,16.25,155.0,14,16.25,32.5,777
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,2,2.5,0,0,8,2428,3985,24.5,213.0,14,22.5,45.0,785
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,0,8,3187,18195,14.0,161.75,14,12.0,24.0,791
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,0,0,2,2663,4630,16.5,201.25,14,8.5,17.0,778
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,1,1,9,3703,7621,14.0,162.5,14,13.0,26.0,780
jwexunmb,0,5e9dd814910d621387801b01,28,2,1.5,1,1,6,2912,5592,14.5,153.5,14,10.5,21.0,789
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,1,1,4,5743,11085,18.5,215.75,14,12.5,25.0,776
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,1,1,8,1197,2570,10.5,149.75,14,8.5,17.0,778
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,0,1,10,2864,6088,22.5,204.25,14,22.5,45.0,785
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,2,1.5,1,1,10,6577,3751,12.5,130.0,14,12.5,25.0,776
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,1,1,10,1769,2471,25.0,238.25,14,25.0,50.0,786
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,2,1.5,1,1,8,-1,-1,11.75,153.75,14,9.75,19.5,788
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,1,1,5,2836,8957,18.0,221.75,14,13.0,26.0,780
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,2,2.5,0,0,10,3152,9510,25.0,219.5,14,25.0,50.0,786
jwexunmb,0,5cc5af95ce735c0017908790,1,1,2.5,1,1,10,4648,2359,23.75,253.5,15,23.75,47.5,799
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,1,1,8,-1,-1,13.25,181.5,15,11.25,22.5,807
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,1,5,4871,18302,10.0,167.5,15,5.0,10.0,793
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,2,2.5,1,1,10,3961,6158,22.5,226.5,15,22.5,45.0,800
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,1,1,8,-1,-1,20.5,198.5,15,18.5,37.0,796
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,0,1,0,2034,8690,13.75,239.75,15,3.75,7.5,798
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,1,1.5,0,1,8,-1,-1,13.25,174.75,15,11.25,22.5,808
jwexunmb,0,602fb33786b077cdbad2d5bb,8,2,2.5,0,1,5,1503,3836,21.25,223.25,15,16.25,32.5,803
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,2,2.5,0,0,10,5145,6680,12.5,238.75,15,12.5,25.0,801
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,1,1,5,4288,3678,8.75,159.5,15,3.75,7.5,798
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,5,6025,12975,10.25,169.75,15,5.25,10.5,809
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,0,1,0,12969,7544,22.5,253.75,15,12.5,25.0,801
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,1,1,10,4839,5634,18.5,241.5,15,18.5,37.0,795
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,10,1851,2177,17.5,211.25,15,17.5,35.0,797
jwexunmb,0,5ffc3db4e2e31f000895b073,15,2,1.5,0,1,2,2264,10426,17.0,197.0,15,9.0,18.0,806
jwexunmb,0,5f9c236b484eba05eef4145e,16,1,1.5,0,1,7,3054,5105,14.25,177.0,15,11.25,22.5,807
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,1,1,9,2376,4788,19.75,247.0,15,18.75,37.5,794
jwexunmb,0,606389edd44e23139eeecd82,18,1,1.5,0,1,5,13597,4258,14.75,164.75,15,9.75,19.5,805
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,1,2.5,0,1,1,1466,2681,14.0,235.25,15,5.0,10.0,793
jwexunmb,0,5ca52d313d3ff5001589059c,20,2,1.5,0,1,7,2188,5792,14.25,180.5,15,11.25,22.5,808
jwexunmb,0,605d06581b5591e8199036b5,21,2,2.5,0,1,7,4440,3839,20.5,237.75,15,17.5,35.0,804
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,0,1,8,3194,12990,24.5,248.75,15,22.5,45.0,800
jwexunmb,0,5f131d8417ab1e03a958b349,23,1,1.5,0,1,5,3683,6276,12.5,167.5,15,7.5,15.0,810
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,8,3776,5318,18.25,231.25,15,16.25,32.5,803
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,1,1,5,5780,8571,12.5,174.25,15,7.5,15.0,810
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,0,1,7,2290,4706,20.5,221.75,15,17.5,35.0,804
jwexunmb,0,5f0633361308dd16f7f4039c,27,1,1.5,1,1,2,2648,3939,13.25,175.75,15,5.25,10.5,809
jwexunmb,0,5e9dd814910d621387801b01,28,2,1.5,0,1,10,2572,3684,18.75,172.25,15,18.75,37.5,794
jwexunmb,0,5e19152c6b55081d6760e512,29,2,2.5,0,1,5,5382,5404,21.25,237.0,15,16.25,32.5,802
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,0,1,8,1854,2390,11.75,161.5,15,9.75,19.5,805
jwexunmb,0,603eafab982298f40bfe9120,31,2,2.5,0,1,9,2639,6938,24.75,229.0,15,23.75,47.5,799
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,1,1.5,1,1,10,3858,8165,9.0,139.0,15,9.0,18.0,806
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,0,1,10,4376,1969,18.5,256.75,15,18.5,37.0,796
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,2,1.5,0,0,8,-1,-1,20.5,174.25,15,18.5,37.0,795
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,1,1,8,5590,3819,18.25,240.0,15,16.25,32.5,802
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,1,2.5,0,0,8,3244,6313,19.5,239.0,15,17.5,35.0,797
jwexunmb,0,5cc5af95ce735c0017908790,1,1,2.5,1,1,10,1698,9206,16.25,269.75,16,16.25,32.5,813
