session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,disclose_experimenter,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id
jwexunmb,1,6083f1a1c244e05d9105bae6,2,1,1.5,1,1,7,-1,-1,12.75,194.25,16,9.75,19.5,823
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,1,8,3690,8625,14.0,181.5,16,12.0,24.0,828
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,4391,2749,18.5,245.0,16,18.5,37.0,811
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,1,1,7,-1,-1,14.25,212.75,16,11.25,22.5,827
jwexunmb,0,5f2448855226b0000a8129e1,6,2,2.5,0,1,10,2161,9447,25.0,264.75,16,25.0,50.0,822
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,1,1.5,1,1,7,-1,-1,15.75,190.5,16,12.75,25.5,825
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,1,1,4,3183,2357,23.5,246.75,16,17.5,35.0,817
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,2,2.5,1,1,10,2871,3788,17.5,256.25,16,17.5,35.0,817
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,1,1,5,3202,4331,21.25,180.75,16,16.25,32.5,813
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,6,5482,9167,13.75,183.5,16,9.75,19.5,823
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,1,1,8,4756,10663,19.5,273.25,16,17.5,35.0,815
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,0,1,7,2844,5304,14.75,256.25,16,11.75,23.5,814
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,10,1767,5053,17.5,228.75,16,17.5,35.0,815
jwexunmb,0,5ffc3db4e2e31f000895b073,15,1,1.5,1,1,2,8330,12799,14.75,211.75,16,6.75,13.5,826
jwexunmb,0,5f9c236b484eba05eef4145e,16,2,1.5,0,0,4,5794,8739,17.75,194.75,16,11.75,23.5,814
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,0,1,10,2197,2956,18.75,265.75,16,18.75,37.5,819
jwexunmb,0,606389edd44e23139eeecd82,18,2,1.5,0,1,10,3295,4087,15.0,179.75,16,15.0,30.0,816
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,2,2.5,1,1,9,2897,2195,22.25,257.5,16,21.25,42.5,820
jwexunmb,0,5ca52d313d3ff5001589059c,20,1,1.5,0,1,8,1775,2959,14.0,194.5,16,12.0,24.0,828
jwexunmb,0,605d06581b5591e8199036b5,21,2,2.5,0,0,8,3579,4632,15.75,253.5,16,13.75,27.5,821
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,1,1,4,3742,12185,14.0,262.75,16,8.0,16.0,812
jwexunmb,0,5f131d8417ab1e03a958b349,23,1,1.5,1,1,7,2418,3747,15.75,183.25,16,12.75,25.5,824
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,6,2113,4650,19.0,250.25,16,15.0,30.0,816
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,0,10,7764,4190,12.75,187.0,16,12.75,25.5,824
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,0,1,10,1631,5106,25.0,246.75,16,25.0,50.0,822
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,1,1,4,10805,24474,14.0,189.75,16,8.0,16.0,812
jwexunmb,0,5e9dd814910d621387801b01,28,1,1.5,1,1,8,2310,10442,13.25,185.5,16,11.25,22.5,827
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,0,1,3,3828,7059,20.75,257.75,16,13.75,27.5,821
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,0,1,8,1113,1703,20.5,182.0,16,18.5,37.0,811
jwexunmb,0,603eafab982298f40bfe9120,31,2,2.5,0,1,5,2747,4349,23.75,252.75,16,18.75,37.5,819
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,2,1.5,1,1,10,2963,8768,12.75,151.75,16,12.75,25.5,825
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,0,1,8,1899,1694,22.0,278.75,16,20.0,40.0,818
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,2,1.5,0,1,7,-1,-1,9.75,184.0,16,6.75,13.5,826
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,0,1,8,2658,5114,23.25,263.25,16,21.25,42.5,820
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,2,2.5,0,0,8,3246,10158,22.0,261.0,16,20.0,40.0,818
jwexunmb,0,5cc5af95ce735c0017908790,1,2,2.5,1,1,10,2432,2598,23.75,293.5,17,23.75,47.5,838
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,0,1,7,-1,-1,15.75,210.0,17,12.75,25.5,846
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,0,10,11366,16342,13.5,195.0,17,13.5,27.0,845
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,3997,3880,25.0,270.0,17,25.0,50.0,839
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,1,1,7,-1,-1,20.75,233.5,17,17.75,35.5,832
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,1545,2976,20.0,284.75,17,20.0,40.0,831
jwexunmb,0,5d0aa9aa5047d20018b8490d,7,2,1.5,-1,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,844
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,0,1,10,1606,4945,17.0,263.75,17,17.0,34.0,834
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,2,2.5,0,0,5,3819,6016,17.5,273.75,17,12.5,25.0,837
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,1,1,2,4760,4593,15.5,196.25,17,7.5,15.0,842
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,1,1,7,2861,7668,12.0,195.5,17,9.0,18.0,830
jwexunmb,0,60147ed73045234d08a3a35d,12,2,2.5,0,1,5,2696,6451,21.25,294.5,17,16.25,32.5,840
jwexunmb,0,601d8755bc36890e34c83999,13,2,2.5,1,1,10,2671,15163,25.0,281.25,17,25.0,50.0,839
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,10,2154,2511,20.0,248.75,17,20.0,40.0,831
jwexunmb,0,5ffc3db4e2e31f000895b073,15,1,1.5,1,1,10,12630,17678,12.75,224.5,17,12.75,25.5,846
jwexunmb,0,5f9c236b484eba05eef4145e,16,2,1.5,0,1,7,2899,6192,20.75,215.5,17,17.75,35.5,829
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,0,1,10,3169,2656,22.5,288.25,17,22.5,45.0,836
jwexunmb,0,606389edd44e23139eeecd82,18,1,1.5,0,0,8,6603,7963,9.5,189.25,17,7.5,15.0,842
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,2,2.5,0,1,7,1496,2211,21.75,279.25,17,18.75,37.5,835
jwexunmb,0,5ca52d313d3ff5001589059c,20,1,1.5,1,1,10,2689,6967,14.25,208.75,17,14.25,28.5,841
jwexunmb,0,605d06581b5591e8199036b5,21,1,2.5,0,0,2,4255,4475,15.0,268.5,17,7.0,14.0,833
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,0,1,8,2597,10766,20.75,283.5,17,18.75,37.5,835
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,0,1,6,868,1427,21.0,204.25,17,17.0,34.0,834
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,10,3173,5834,17.75,268.0,17,17.75,35.5,832
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,1,1,6,7502,6991,11.0,198.0,17,7.0,14.0,833
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,1,1,3,1823,6359,16.0,262.75,17,9.0,18.0,830
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,1,1,7,4563,19277,15.75,205.5,17,12.75,25.5,843
jwexunmb,0,5e9dd814910d621387801b01,28,2,1.5,1,1,9,8114,9163,15.25,200.75,17,14.25,28.5,841
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,0,1,5,5240,5509,17.5,275.25,17,12.5,25.0,837
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,1,1.5,1,1,8,1069,2250,15.5,197.5,17,13.5,27.0,845
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,1,1,10,1744,5998,17.75,270.5,17,17.75,35.5,829
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,1,1.5,1,1,10,1790,5199,12.75,164.5,17,12.75,25.5,843
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,0,1,8,1668,2573,18.25,297.0,17,16.25,32.5,840
jwexunmb,0,5f06eefaf3fc742667b4e79d,34,1,1.5,-1,-1,-1,-1,-1,-1.0,0.0,17,-1.0,-1.0,844
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,0,1,9,3601,5754,24.75,288.0,17,23.75,47.5,838
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,2,2.5,0,0,8,2253,5743,24.5,285.5,17,22.5,45.0,836
jwexunmb,0,5cc5af95ce735c0017908790,1,1,2.5,1,1,10,1274,11188,25.0,318.5,18,25.0,50.0,858
jwexunmb,1,6083f1a1c244e05d9105bae6,2,1,1.5,0,1,8,-1,-1,11.0,221.0,18,9.0,18.0,859
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,1,4,6384,8068,17.75,212.75,18,11.75,23.5,850
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,0,0,10,1005,3826,18.5,288.5,18,18.5,37.0,851
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,1,1,8,-1,-1,11.75,245.25,18,9.75,19.5,848
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,5185,3299,17.0,301.75,18,17.0,34.0,852
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,1,1.5,1,1,8,-1,-1,11.0,201.5,18,9.0,18.0,862
jwexunmb,0,602fb33786b077cdbad2d5bb,8,1,2.5,1,1,3,1339,2911,18.25,282.0,18,11.25,22.5,849
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,1,2.5,1,1,10,6060,5368,25.0,298.75,18,25.0,50.0,855
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,0,1,4,5368,2823,15.0,211.25,18,9.0,18.0,859
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,6,3373,5736,21.0,216.5,18,17.0,34.0,852
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,0,1,10,3458,8022,18.75,313.25,18,18.75,37.5,854
jwexunmb,0,601d8755bc36890e34c83999,13,2,2.5,1,1,10,3178,3970,25.0,306.25,18,25.0,50.0,855
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,10,1387,2985,11.25,260.0,18,11.25,22.5,849
jwexunmb,0,5ffc3db4e2e31f000895b073,15,2,1.5,1,1,10,4732,6808,12.0,236.5,18,12.0,24.0,863
jwexunmb,0,5f9c236b484eba05eef4145e,16,1,1.5,0,0,7,5284,3101,15.75,231.25,18,12.75,25.5,860
jwexunmb,0,5e2f448d3d8aa150310b677b,17,2,2.5,0,0,9,4702,4254,18.5,306.75,18,17.5,35.0,857
jwexunmb,0,606389edd44e23139eeecd82,18,2,1.5,0,0,10,2734,4241,20.0,209.25,18,20.0,40.0,847
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,1,2.5,1,1,7,1099,1991,14.75,294.0,18,11.75,23.5,850
jwexunmb,0,5ca52d313d3ff5001589059c,20,2,1.5,0,1,7,3538,6089,12.0,220.75,18,9.0,18.0,864
jwexunmb,0,605d06581b5591e8199036b5,21,2,2.5,0,1,10,3579,3890,25.0,293.5,18,25.0,50.0,858
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,2,2.5,1,1,5,4556,12301,23.75,307.25,18,18.75,37.5,854
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,0,0,4,2628,5020,15.0,219.25,18,9.0,18.0,862
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,7,3752,3912,11.75,279.75,18,8.75,17.5,856
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,0,10,8322,6043,12.75,210.75,18,12.75,25.5,860
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,1,1,10,1791,5529,20.0,282.75,18,20.0,40.0,847
jwexunmb,0,5f0633361308dd16f7f4039c,27,1,1.5,0,1,5,11987,17294,14.0,219.5,18,9.0,18.0,864
jwexunmb,0,5e9dd814910d621387801b01,28,2,1.5,1,1,6,2584,7122,14.5,215.25,18,10.5,21.0,861
jwexunmb,0,5e19152c6b55081d6760e512,29,1,2.5,1,1,3,9243,4419,16.75,292.0,18,9.75,19.5,848
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,1,1,8,942,1821,20.5,218.0,18,18.5,37.0,851
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,0,1,5,1073,3336,22.5,293.0,18,17.5,35.0,857
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,1,1.5,0,1,6,2535,7928,16.0,180.5,18,12.0,24.0,863
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,2,2.5,0,1,0,1526,1914,18.75,315.75,18,8.75,17.5,856
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,1,1.5,0,0,8,-1,-1,12.5,196.5,18,10.5,21.0,861
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,0,1,6,2885,7522,21.5,309.5,18,17.5,35.0,853
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,2,2.5,0,1,8,3886,7783,19.5,305.0,18,17.5,35.0,853
jwexunmb,0,5cc5af95ce735c0017908790,1,2,2.5,0,1,10,3081,14825,17.5,336.0,19,17.5,35.0,872
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,1,1,7,-1,-1,20.75,241.75,19,17.75,35.5,865
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,1,1.5,0,1,6,6892,9480,14.5,227.25,19,10.5,21.0,879
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,1,2.5,1,1,10,2178,5062,17.75,306.25,19,17.75,35.5,865
jwexunmb,1,5f6e4795536d16361a5119b5,5,1,1.5,1,1,7,-1,-1,15.0,260.25,19,12.0,24.0,881
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,2247,3575,14.75,316.5,19,14.75,29.5,870
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,1,1.5,0,1,7,-1,-1,12.75,214.25,19,9.75,19.5,882
jwexunmb,0,602fb33786b077cdbad2d5bb,8,2,2.5,0,1,5,1410,2293,23.75,305.75,19,18.75,37.5,876
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,1,2.5,1,1,10,4546,4380,25.0,323.75,19,25.0,50.0,873
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,0,1,6,9293,6367,13.75,225.0,19,9.75,19.5,882
jwexunmb,0,5f89cbc45b38f5016101011c,11,2,1.5,0,1,5,3776,12731,16.25,232.75,19,11.25,22.5,880
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,0,1,10,1721,5593,17.5,330.75,19,17.5,35.0,875
jwexunmb,0,601d8755bc36890e34c83999,13,2,2.5,1,1,10,2759,2991,25.0,331.25,19,25.0,50.0,873
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,0,1490,2417,20.0,280.0,19,10.0,20.0,869
jwexunmb,0,5ffc3db4e2e31f000895b073,15,2,1.5,1,1,10,3202,3226,12.5,249.0,19,12.5,25.0,866
jwexunmb,0,5f9c236b484eba05eef4145e,16,2,1.5,0,0,10,12168,4527,20.0,251.25,19,20.0,40.0,867
jwexunmb,0,5e2f448d3d8aa150310b677b,17,1,2.5,0,1,10,2710,5417,18.75,325.5,19,18.75,37.5,876
jwexunmb,0,606389edd44e23139eeecd82,18,1,1.5,0,0,7,2087,7267,12.75,222.0,19,9.75,19.5,878
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,1,2.5,0,1,0,1641,3088,17.5,311.5,19,7.5,15.0,871
jwexunmb,0,5ca52d313d3ff5001589059c,20,1,1.5,1,1,6,2539,4345,13.75,234.5,19,9.75,19.5,877
jwexunmb,0,605d06581b5591e8199036b5,21,1,2.5,1,1,1,6984,5559,17.75,311.25,19,8.75,17.5,868
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,0,1,4,8655,8290,18.5,325.75,19,12.5,25.0,866
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,0,1,3,1087,5490,21.75,241.0,19,14.75,29.5,870
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,1,2.5,0,0,4,2263,2702,23.5,303.25,19,17.5,35.0,872
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,1,8,2317,7480,12.5,223.25,19,10.5,21.0,879
jwexunmb,0,60a153e67025247950c7ee24,26,2,2.5,0,1,10,1800,4272,16.25,299.0,19,16.25,32.5,874
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,1,1,6,7991,10803,13.75,233.25,19,9.75,19.5,878
jwexunmb,0,5e9dd814910d621387801b01,28,1,1.5,0,1,10,2415,3941,11.25,226.5,19,11.25,22.5,880
jwexunmb,0,5e19152c6b55081d6760e512,29,2,2.5,0,1,4,3007,4186,23.5,315.5,19,17.5,35.0,875
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,1,1,10,1012,2347,8.75,226.75,19,8.75,17.5,868
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,1,1,3,1664,6155,23.25,316.25,19,16.25,32.5,874
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,2,1.5,0,1,9,3319,4243,13.0,193.5,19,12.0,24.0,881
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,1,1,10,1339,3111,20.0,335.75,19,20.0,40.0,867
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,2,1.5,0,1,7,-1,-1,12.75,209.25,19,9.75,19.5,877
jwexunmb,0,607cbdea57addf71b2890592,35,2,2.5,1,1,6,2505,4274,11.5,321.0,19,7.5,15.0,871
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,1,2.5,0,0,8,2788,9140,12.0,317.0,19,10.0,20.0,869
jwexunmb,0,5cc5af95ce735c0017908790,1,1,2.5,0,1,10,1895,1701,21.25,357.25,20,21.25,42.5,893
jwexunmb,1,6083f1a1c244e05d9105bae6,2,2,1.5,0,1,7,-1,-1,20.75,262.5,20,17.75,35.5,885
jwexunmb,0,60957475f7b6d2a2ec5c60a3,3,2,1.5,0,0,7,3942,9811,14.5,241.75,20,11.5,23.0,886
jwexunmb,0,5fae68d5b74c182cacbe5d6a,4,2,2.5,0,1,10,3927,5203,25.0,331.25,20,25.0,50.0,894
jwexunmb,1,5f6e4795536d16361a5119b5,5,2,1.5,0,0,7,-1,-1,12.0,272.25,20,9.0,18.0,900
jwexunmb,0,5f2448855226b0000a8129e1,6,1,2.5,1,1,10,2300,2809,18.75,335.25,20,18.75,37.5,890
jwexunmb,1,5d0aa9aa5047d20018b8490d,7,2,1.5,1,1,7,-1,-1,11.25,225.5,20,8.25,16.5,895
jwexunmb,0,602fb33786b077cdbad2d5bb,8,2,2.5,1,1,5,1845,2914,21.25,327.0,20,16.25,32.5,891
jwexunmb,0,5cb6d6608f7ee10016e5abd7,9,1,2.5,0,1,10,5957,12950,17.75,341.5,20,17.75,35.5,883
jwexunmb,0,5cd1bdedf2156c00013b0152,10,2,1.5,0,1,7,9473,4973,20.75,245.75,20,17.75,35.5,883
jwexunmb,0,5f89cbc45b38f5016101011c,11,1,1.5,0,1,4,4818,7217,14.25,247.0,20,8.25,16.5,895
jwexunmb,0,60147ed73045234d08a3a35d,12,1,2.5,1,1,10,4940,2842,18.5,349.25,20,18.5,37.0,884
jwexunmb,0,601d8755bc36890e34c83999,13,1,2.5,0,1,10,2817,6830,25.0,356.25,20,25.0,50.0,892
jwexunmb,0,5f5159f9e0375838294da699,14,2,1.5,0,0,5,1756,3074,15.0,295.0,20,10.0,20.0,887
jwexunmb,0,5ffc3db4e2e31f000895b073,15,2,1.5,0,1,10,2978,8774,12.75,261.75,20,12.75,25.5,899
jwexunmb,0,5f9c236b484eba05eef4145e,16,1,1.5,0,0,7,9258,7891,15.75,267.0,20,12.75,25.5,899
jwexunmb,0,5e2f448d3d8aa150310b677b,17,2,2.5,1,1,7,2246,3118,24.25,349.75,20,21.25,42.5,893
jwexunmb,0,606389edd44e23139eeecd82,18,1,1.5,0,0,5,2846,6832,14.0,236.0,20,9.0,18.0,900
jwexunmb,0,5c2fcd716ea6880001dc8e3d,19,2,2.5,1,1,10,1468,2433,25.0,336.5,20,25.0,50.0,892
jwexunmb,0,5ca52d313d3ff5001589059c,20,2,1.5,0,1,7,1592,7399,12.0,246.5,20,9.0,18.0,896
jwexunmb,0,605d06581b5591e8199036b5,21,1,2.5,1,1,5,3944,5209,16.5,327.75,20,11.5,23.0,886
jwexunmb,0,5e1b8f81651b723bf3ce7795,22,1,2.5,0,0,5,2631,6849,15.0,340.75,20,10.0,20.0,887
jwexunmb,0,5f131d8417ab1e03a958b349,23,2,1.5,0,0,4,2279,3455,14.25,255.25,20,8.25,16.5,897
jwexunmb,0,60a0dfc6f9936b0d30dfea15,24,2,2.5,0,0,5,2892,3396,16.25,319.5,20,11.25,22.5,889
jwexunmb,0,607b2df4eb8c8a82dd2ce8b8,25,2,1.5,0,0,10,4859,5295,11.25,234.5,20,11.25,22.5,888
jwexunmb,0,60a153e67025247950c7ee24,26,1,2.5,0,1,8,2094,4650,18.25,317.25,20,16.25,32.5,891
jwexunmb,0,5f0633361308dd16f7f4039c,27,2,1.5,0,1,5,2659,3648,16.25,249.5,20,11.25,22.5,898
jwexunmb,0,5e9dd814910d621387801b01,28,1,1.5,1,1,5,2819,4810,14.0,240.5,20,9.0,18.0,896
jwexunmb,0,5e19152c6b55081d6760e512,29,2,2.5,0,1,5,3816,3611,23.75,339.25,20,18.75,37.5,890
jwexunmb,0,5dc4bc30569be3387eb6b52f,30,2,1.5,1,1,8,942,1794,20.5,247.25,20,18.5,37.0,884
jwexunmb,0,603eafab982298f40bfe9120,31,1,2.5,1,1,3,2322,3781,18.25,334.5,20,11.25,22.5,888
jwexunmb,0,5f3bf76b70b2305d2e676bc8,32,1,1.5,0,1,10,2856,2524,11.25,204.75,20,11.25,22.5,898
jwexunmb,0,5e7d2f16e863ba0d96dc610f,33,1,2.5,0,0,10,2064,2443,25.0,360.75,20,25.0,50.0,894
jwexunmb,1,5f06eefaf3fc742667b4e79d,34,1,1.5,0,1,7,-1,-1,11.25,220.5,20,8.25,16.5,897
jwexunmb,0,607cbdea57addf71b2890592,35,1,2.5,0,1,4,4459,3967,17.25,338.25,20,11.25,22.5,889
jwexunmb,0,5c5cad3e4ee81200018eafe2,36,1,2.5,0,0,10,2307,7184,17.75,334.75,20,17.75,35.5,885
